file_path,transcript,duration,segment_index,speaker_role,stress_score,Manual_Risk_Label,calibrated_score,pred_label
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_0_seg_0.wav,SIERRA DELTA MIKE,1.42,0,UNKNOWN,25.15845919190946,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1000_seg_0.wav,ONE TWO SEVEN ONE TWO FIVE GOOD BYE LUFTHANSA NINER ALPHA FOXTROT,4.25,1,UNKNOWN,17.00477227871629,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1004_seg_0.wav,ONE TWO SEVEN ONE TWO FIVE CSA SEVEN,4.19,5,UNKNOWN,4.585514175947125,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1006_seg_0.wav,LUFTHANSA NINER JULIETT CHARLIE TRAFFIC INFORMATION HELICOPTER JUST LANDING ON HELIPORT,5.45,7,UNKNOWN,15.06487706657785,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1007_seg_0.wav,RUNWAY ONE THREE HELLO AUSTRIAN SEVEN,1.32,8,UNKNOWN,0.2844731982964816,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1010_seg_0.wav,CSA NINER SEVEN SEVEN RUNWAY THREE ONE CLEARED TO LAND WIND ONE EIGHT ZERO DEGREES TWO KNOTS,1.43,12,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1013_seg_0.wav,JUMP RUN EIGHT ZERO THREE VACATE TO THE LEFT TAXI CHARLIE ALPHA STAND WESTERN APRON,3.34,15,UNKNOWN,15.814966438710847,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1014_seg_0.wav,GOOD AFTERNOON AIRFRANS ONE SEVEN EIGHT TWO RADAR RADAR CONTACT DESCEND FLIGHT LEVEL,2.39,16,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1017_seg_0.wav,LUFTHANSA FIVE MIKE ECHO SORRY SAY AGAIN,5.32,19,UNKNOWN,17.333962860493173,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1018_seg_0.wav,ROGER LINE UP RUNWAY THREE ONE LINING UP THREE ONE LOT FIVE ROMEO,2.8,20,UNKNOWN,8.649976938621869,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_101_seg_0.wav,CLIMBING FLIGHT LEVEL ONE SIX ZERO QUALITY NINER ONE ROMEO,2.3,22,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1020_seg_0.wav,DIRECT LAGAR THANK YOU SIERRA ALPHA ECHO,2.65,23,UNKNOWN,18.89778156173389,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1021_seg_0.wav,ONE HUNDRED,0.9,24,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1026_seg_0.wav,SEVEN FIVE EIGHT,4.45,29,UNKNOWN,14.299626373214188,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1027_seg_0.wav,STANDBY,4.82,30,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1028_seg_0.wav,SAY AGAIN CAN YOU THREE BY FIVE HELI HOTEL YANKEE,0.88,31,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1029_seg_0.wav,LEVEL THREE SEVEN ZERO APPROACHING TOMTI,4.9,32,UNKNOWN,24.675779907441907,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1032_seg_0.wav,HELI LIMA JULIETT JOIN MID LEFT HELI CIRCUIT THREE TWO LAND AT OWN DISCRETION SWISS HELICOPTER WIND ZERO FOUR ZERO DEGREES ONE ZERO KNOTS,3.09,36,UNKNOWN,10.349102551297776,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1033_seg_0.wav,HOLD THE HOLDING POINT AND WE,1.17,37,UNKNOWN,20.774572106693327,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1035_seg_0.wav,HELLO CHANNEX EIGHT SEVEN PAPA ROMEO RUZYNE TOWER CONTINUE APPROACH,2.2,39,UNKNOWN,98.09034487055295,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1036_seg_0.wav,ONE THREE ONE ZERO FIVE FIVE MIKE ALPHA KILO THANKS BYE BYE,3.45,40,UNKNOWN,15.845992076200057,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1039_seg_0.wav,JETSTAR SEVEN SIX ONE WIND IS CALM RUNWAY ONE SIX RIGHT CLEARED TO LAND,2.9,43,UNKNOWN,92.68804468247384,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1041_seg_0.wav,PRAGUE RADAR GOOD AFTERNOON CHARLIE INDIA GOLF ONE SIX FOUR TWO CLIMBING LEVEL TWO EIGHT ZERO INBOUND OSCAR KILO GOLF,7.26,46,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1042_seg_0.wav,DOWN FLIGHT LEVEL ONE ZERO ZERO SKYTRAVEL ONE ZERO THREE FIVE,1.89,47,UNKNOWN,15.189500516209591,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1043_seg_0.wav,QATARI THREE ZERO SIX FOUR HELLO PRAHA RADAR CONTACT CLIMB FLIGHT LEVEL THREE THREE ZERO,7.35,48,UNKNOWN,24.72683224050345,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1046_seg_0.wav,CSA NINER THREE ZERO CLIMB FLIGHT LEVEL ONE SIX,4.28,51,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1047_seg_0.wav,ONE SIX RIGHT CLEARED TO LAND AND UNDERSTOOD QANTAS FOUR NINETY EIGHT,2.86,52,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1049_seg_0.wav,PRAHA LUFTHANSA EIGHT VICTOR LIMA SAY AGAIN,3.89,54,UNKNOWN,24.012195826620765,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1050_seg_0.wav,OKAY COPY THANK YOU,4.47,56,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1051_seg_0.wav,HOTEL GOLF BRAVO IS ECHO TWO AT THREE THOUSAND THREE HUNDRED FEET,3.11,57,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1052_seg_0.wav,CSA SEVEN SEVEN THREE AND HIGHER SPEED APPROVED,4.27,58,UNKNOWN,21.74953518131285,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1055_seg_0.wav,CLIMBING LEVEL ONE SIX ZERO LOT FIVE TWO EIGHT,2.51,61,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1058_seg_0.wav,HOTEL ECHO XRAY FINAL TWO FIVE FOR TOUCH AND GO,2.75,64,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1059_seg_0.wav,ISRAEL TWO FIVE TWO PRAHA GOOD EVENING RADAR CONTACT,5.42,65,UNKNOWN,14.923909653435617,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_105_seg_0.wav,JETSTAR SEVEN SIXTY SEVEN SYDNEY TOWER,2.46,66,UNKNOWN,18.6512227697308,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1061_seg_0.wav,HOTEL HOTEL OSCAR,5.18,68,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1062_seg_0.wav,HOTEL OSCAR ECHO THE SECOND TRAFFIC IS NOW TO OVERHEAD WHISKEY ONE OPOSITE,6.175,69,UNKNOWN,20.71149855275694,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1063_seg_0.wav,HOTEL ECHO XRAY WIND TWO SIX ZERO DEGREES ONE ZERO KNOTS RUNWAY TWO FIVE CLEARED TO LAND,2.28,70,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1064_seg_0.wav,THREE FOUR DECIMAL FIVE,6.0,71,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1065_seg_0.wav,EL AL FIVE TWO TWO GOOD EVENING RADAR RADAR CONTACT,1.67,72,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1067_seg_0.wav,AUSTRIAN SEVEN ZERO SEVEN PAPA REDUCE SPEED TWO ZERO ZERO,6.58,74,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1070_seg_0.wav,LAND ONE THREE LOT FIVE TWO FIVE,5.92,78,UNKNOWN,7.067211553668976,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1071_seg_0.wav,PRAHA GOOD AFTERNOON LUFTHANSA SEVEN ONE FIVE HEAVY AT LEVEL THREE FOUR ZERO,3.84,79,UNKNOWN,1.597270519072282,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1073_seg_0.wav,CSA EIGHT ZERO THREE REDUCE AS YOU NEED AND DESCEND TO FLIGHT LEVEL ONE SIX ZERO,4.05,81,UNKNOWN,94.07109757721952,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1074_seg_0.wav,CHINA SOUTHERN THREE TWENTY SIX CONTACT DEPARTURE,4.87,82,UNKNOWN,28.55925857476821,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1077_seg_0.wav,TWO EIGHT ZERO,2.2,85,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1078_seg_0.wav,RUNWAY TWO FIVE CLEARED TO LAND NINER JULIETT LIMA,7.87,86,UNKNOWN,27.75038926165644,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1080_seg_0.wav,SWISS FOUR,7.18,89,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1082_seg_0.wav,ROGER CLEARED TO LAND RUNWAY THREE FOUR LEFT EXIT ON THE HIGH SPEED ON RIGHT,5.2,91,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1085_seg_0.wav,SEVEN ZERO NINER,1.81,94,UNKNOWN,28.49459786065773,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1087_seg_0.wav,BAIR SEVEN ONE TWO TAXI VIA DELTA LINE UP RUNWAY ZERO FOUR,4.44,96,UNKNOWN,91.68065147954214,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1089_seg_0.wav,CONTRACT TWO ROMEO GOLF CONTINUE PRESENT HEADING VECTORS ILS RUNWAY THREE ONE,4.01,98,UNKNOWN,91.64939709451814,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1091_seg_0.wav,RYANAIR SEVEN THREE ALPHA HOTEL,2.31,101,UNKNOWN,8.43037933973806,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1092_seg_0.wav,SYDNEY TOWER EVENING QANTAS SEVENTY FIVE TWENTY EIGHT HEAVY,2.48,102,UNKNOWN,97.38477168115536,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1093_seg_0.wav,ILS ESTABLISHED RUNWAY ONE THREE,3.88,103,UNKNOWN,99.53861270342976,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1094_seg_0.wav,EUROTRANS FIVE ONE THREE THREE AT YOUR DISCRETION DESCEND TO FLIGHT LEVEL TWO EIGHT ZERO TO BE LEVEL BY HOTEL DELTA OSCAR,2.73,104,UNKNOWN,18.681018689860657,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1095_seg_0.wav,CONTACT TOWER ONE ONE EIGHT ONE GOOD NIGHT,5.55,105,UNKNOWN,6.178774386515975,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1096_seg_0.wav,THAT'S SUFFICIENT SO WE ARE GOING VIA PAPA AND THEN RUNWAY TWO TWO FOR,3.76,106,UNKNOWN,0.942949552449022,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1097_seg_0.wav,CSA SEVEN THREE TWO ZERO,0.33,107,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1098_seg_0.wav,DIRECT RAPET THANK YOU LUFTHANSA CARGO EIGHT FIVE ZERO NINER,5.0,108,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_109_seg_0.wav,WIND ZERO EIGHT ZERO DEGREES,3.37,110,UNKNOWN,92.34494298989496,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1101_seg_0.wav,LEGEND ONE TWO ZERO TWO TOWER HELLO WIND ONE SIX ZERO DEGREES FOUR KNOTS RUNWAY ONE FOUR CLEARED TO LAND VACATE AT OWN DISCRETION,3.05,113,UNKNOWN,9.481762649394284,0.0,0.0,0
